api_id,status,hitool_symbol,test_evidence,notes
cn.hutool.core.codec::BCD#,idiomatic,"hitool_core::{bcd_encode,bcd_decode,bcd_encode_ascii_prefix}",crates/hitool-core/src/radix_codec.rs::text_stream_file_and_bcd_overloads_are_bounded_and_reversible,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.ai.model.hutool::HutoolConfig::getModelName#String (),idiomatic,hitool_ai::BaseConfig,crates/hitool-ai/src/compat.rs::configuration_builder_covers_validation_mutation_and_redaction,"Owned validated configuration, dynamic fields, timeouts, proxies, redacted secrets, and typed messages replace mutable Java beans."
cn.hutool.ai.model.hutool::HutoolProvider#,idiomatic,hitool_ai::AIServiceFactory,crates/hitool-ai/src/compat.rs::service_trait_factory_and_util_facades_are_usable,"Provider-neutral async traits, a built-in factory, pooled Rustls HTTP, bounded bodies, SSE, and injectable clients replace Java SPI wiring."
cn.hutool.ai.model.hutool::HutoolProvider::getServiceName#String (),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.hutool::HutoolProvider::create#HutoolService (final AIConfig config),idiomatic,hitool_ai::AIServiceFactory,crates/hitool-ai/src/compat.rs::service_trait_factory_and_util_facades_are_usable,"Provider-neutral async traits, a built-in factory, pooled Rustls HTTP, bounded bodies, SSE, and injectable clients replace Java SPI wiring."
cn.hutool.ai.model.hutool::HutoolService#,idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.hutool::HutoolServiceImpl#,idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.hutool::HutoolServiceImpl::HutoolServiceImpl#(final AIConfig config),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.hutool::HutoolServiceImpl::chat#String (final List<Message> messages),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.hutool::HutoolServiceImpl::chat#void (List<Message> messages,Consumer<String> callback)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.hutool::HutoolServiceImpl::chatVision#String (String prompt, final List<String> images, String detail)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.hutool::HutoolServiceImpl::chatVision#void (String prompt, List<String> images, String detail, Consumer<String> callback)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.hutool::HutoolServiceImpl::tokenizeText#String (String text),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.hutool::HutoolServiceImpl::imagesGenerations#String (String prompt),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.hutool::HutoolServiceImpl::embeddingVision#String (String text, String image)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.hutool::HutoolServiceImpl::tts#InputStream (String input, final HutoolCommon.HutoolSpeech voice)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.hutool::HutoolServiceImpl::stt#String (final File file),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.hutool::HutoolServiceImpl::videoTasks#String (String text, String image, final List<HutoolCommon.HutoolVideo> videoParams)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.hutool::HutoolServiceImpl::getVideoTasksInfo#String (String taskId),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.ollama::OllamaCommon#,idiomatic,hitool_ai::ModelName,crates/hitool-ai/src/models.rs::model_and_common_wire_values_match_hutool,"Typed provider, model, vision, speech, reasoning, video, Gemini, and Ollama values preserve Hutool wire semantics."
cn.hutool.ai.model.ollama::OllamaCommon::OllamaFormat#,idiomatic,hitool_ai::ModelName,crates/hitool-ai/src/models.rs::model_and_common_wire_values_match_hutool,"Typed provider, model, vision, speech, reasoning, video, Gemini, and Ollama values preserve Hutool wire semantics."
cn.hutool.ai.model.ollama::OllamaCommon::OllamaFormat::getFormat#String (),idiomatic,hitool_ai::ModelName,crates/hitool-ai/src/models.rs::model_and_common_wire_values_match_hutool,"Typed provider, model, vision, speech, reasoning, video, Gemini, and Ollama values preserve Hutool wire semantics."
cn.hutool.ai.model.ollama::OllamaCommon::Options#,idiomatic,hitool_ai::ModelName,crates/hitool-ai/src/models.rs::model_and_common_wire_values_match_hutool,"Typed provider, model, vision, speech, reasoning, video, Gemini, and Ollama values preserve Hutool wire semantics."
cn.hutool.ai.model.ollama::OllamaConfig#,idiomatic,hitool_ai::BaseConfig,crates/hitool-ai/src/compat.rs::configuration_builder_covers_validation_mutation_and_redaction,"Owned validated configuration, dynamic fields, timeouts, proxies, redacted secrets, and typed messages replace mutable Java beans."
cn.hutool.ai.model.ollama::OllamaConfig::OllamaConfig#(),idiomatic,hitool_ai::BaseConfig,crates/hitool-ai/src/compat.rs::configuration_builder_covers_validation_mutation_and_redaction,"Owned validated configuration, dynamic fields, timeouts, proxies, redacted secrets, and typed messages replace mutable Java beans."
cn.hutool.ai.model.ollama::OllamaConfig::OllamaConfig#(String apiUrl),idiomatic,hitool_ai::BaseConfig,crates/hitool-ai/src/compat.rs::configuration_builder_covers_validation_mutation_and_redaction,"Owned validated configuration, dynamic fields, timeouts, proxies, redacted secrets, and typed messages replace mutable Java beans."
"cn.hutool.ai.model.ollama::OllamaConfig::OllamaConfig#(String apiUrl, String model)",idiomatic,hitool_ai::BaseConfig,crates/hitool-ai/src/compat.rs::configuration_builder_covers_validation_mutation_and_redaction,"Owned validated configuration, dynamic fields, timeouts, proxies, redacted secrets, and typed messages replace mutable Java beans."
cn.hutool.ai.model.ollama::OllamaConfig::getModelName#String (),idiomatic,hitool_ai::BaseConfig,crates/hitool-ai/src/compat.rs::configuration_builder_covers_validation_mutation_and_redaction,"Owned validated configuration, dynamic fields, timeouts, proxies, redacted secrets, and typed messages replace mutable Java beans."
cn.hutool.ai.model.ollama::OllamaProvider#,idiomatic,hitool_ai::AIServiceFactory,crates/hitool-ai/src/compat.rs::service_trait_factory_and_util_facades_are_usable,"Provider-neutral async traits, a built-in factory, pooled Rustls HTTP, bounded bodies, SSE, and injectable clients replace Java SPI wiring."
cn.hutool.ai.model.ollama::OllamaProvider::getServiceName#String (),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.ollama::OllamaProvider::create#OllamaService (final AIConfig config),idiomatic,hitool_ai::AIServiceFactory,crates/hitool-ai/src/compat.rs::service_trait_factory_and_util_facades_are_usable,"Provider-neutral async traits, a built-in factory, pooled Rustls HTTP, bounded bodies, SSE, and injectable clients replace Java SPI wiring."
cn.hutool.ai.model.ollama::OllamaService#,idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.ollama::OllamaServiceImpl#,idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.ollama::OllamaServiceImpl::OllamaServiceImpl#(final AIConfig config),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.ollama::OllamaServiceImpl::chat#String (final List<Message> messages),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.ollama::OllamaServiceImpl::chat#void (final List<Message> messages, final Consumer<String> callback)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.ollama::OllamaServiceImpl::generate#String (String prompt),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.ollama::OllamaServiceImpl::generate#void (String prompt, Consumer<String> callback)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.ollama::OllamaServiceImpl::generate#String (String prompt, String format)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.ollama::OllamaServiceImpl::generate#void (String prompt, String format, Consumer<String> callback)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.ollama::OllamaServiceImpl::embeddings#String (String prompt),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.ollama::OllamaServiceImpl::listModels#String (),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.ollama::OllamaServiceImpl::showModel#String (String modelName),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.ollama::OllamaServiceImpl::pullModel#String (String modelName),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.ollama::OllamaServiceImpl::deleteModel#String (String modelName),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.ollama::OllamaServiceImpl::copyModel#String (String source, String destination)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.openai::OpenaiCommon#,idiomatic,hitool_ai::ModelName,crates/hitool-ai/src/models.rs::model_and_common_wire_values_match_hutool,"Typed provider, model, vision, speech, reasoning, video, Gemini, and Ollama values preserve Hutool wire semantics."
cn.hutool.ai.model.openai::OpenaiCommon::OpenaiReasoning#,idiomatic,hitool_ai::ModelName,crates/hitool-ai/src/models.rs::model_and_common_wire_values_match_hutool,"Typed provider, model, vision, speech, reasoning, video, Gemini, and Ollama values preserve Hutool wire semantics."
cn.hutool.ai.model.openai::OpenaiCommon::OpenaiReasoning::getEffort#String (),idiomatic,hitool_ai::ModelName,crates/hitool-ai/src/models.rs::model_and_common_wire_values_match_hutool,"Typed provider, model, vision, speech, reasoning, video, Gemini, and Ollama values preserve Hutool wire semantics."
cn.hutool.ai.model.openai::OpenaiCommon::OpenaiVision#,idiomatic,hitool_ai::ModelName,crates/hitool-ai/src/models.rs::model_and_common_wire_values_match_hutool,"Typed provider, model, vision, speech, reasoning, video, Gemini, and Ollama values preserve Hutool wire semantics."
cn.hutool.ai.model.openai::OpenaiCommon::OpenaiVision::getDetail#String (),idiomatic,hitool_ai::ModelName,crates/hitool-ai/src/models.rs::model_and_common_wire_values_match_hutool,"Typed provider, model, vision, speech, reasoning, video, Gemini, and Ollama values preserve Hutool wire semantics."
cn.hutool.ai.model.openai::OpenaiCommon::OpenaiSpeech#,idiomatic,hitool_ai::ModelName,crates/hitool-ai/src/models.rs::model_and_common_wire_values_match_hutool,"Typed provider, model, vision, speech, reasoning, video, Gemini, and Ollama values preserve Hutool wire semantics."
cn.hutool.ai.model.openai::OpenaiCommon::OpenaiSpeech::getVoice#String (),idiomatic,hitool_ai::ModelName,crates/hitool-ai/src/models.rs::model_and_common_wire_values_match_hutool,"Typed provider, model, vision, speech, reasoning, video, Gemini, and Ollama values preserve Hutool wire semantics."
cn.hutool.ai.model.openai::OpenaiConfig#,idiomatic,hitool_ai::BaseConfig,crates/hitool-ai/src/compat.rs::configuration_builder_covers_validation_mutation_and_redaction,"Owned validated configuration, dynamic fields, timeouts, proxies, redacted secrets, and typed messages replace mutable Java beans."
cn.hutool.ai.model.openai::OpenaiConfig::OpenaiConfig#(),idiomatic,hitool_ai::BaseConfig,crates/hitool-ai/src/compat.rs::configuration_builder_covers_validation_mutation_and_redaction,"Owned validated configuration, dynamic fields, timeouts, proxies, redacted secrets, and typed messages replace mutable Java beans."
cn.hutool.ai.model.openai::OpenaiConfig::OpenaiConfig#(String apiKey),idiomatic,hitool_ai::BaseConfig,crates/hitool-ai/src/compat.rs::configuration_builder_covers_validation_mutation_and_redaction,"Owned validated configuration, dynamic fields, timeouts, proxies, redacted secrets, and typed messages replace mutable Java beans."
cn.hutool.ai.model.openai::OpenaiConfig::getModelName#String (),idiomatic,hitool_ai::BaseConfig,crates/hitool-ai/src/compat.rs::configuration_builder_covers_validation_mutation_and_redaction,"Owned validated configuration, dynamic fields, timeouts, proxies, redacted secrets, and typed messages replace mutable Java beans."
cn.hutool.ai.model.openai::OpenaiProvider#,idiomatic,hitool_ai::AIServiceFactory,crates/hitool-ai/src/compat.rs::service_trait_factory_and_util_facades_are_usable,"Provider-neutral async traits, a built-in factory, pooled Rustls HTTP, bounded bodies, SSE, and injectable clients replace Java SPI wiring."
cn.hutool.ai.model.openai::OpenaiProvider::getServiceName#String (),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.openai::OpenaiProvider::create#OpenaiService (final AIConfig config),idiomatic,hitool_ai::AIServiceFactory,crates/hitool-ai/src/compat.rs::service_trait_factory_and_util_facades_are_usable,"Provider-neutral async traits, a built-in factory, pooled Rustls HTTP, bounded bodies, SSE, and injectable clients replace Java SPI wiring."
cn.hutool.ai.model.openai::OpenaiService#,idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.openai::OpenaiServiceImpl#,idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.openai::OpenaiServiceImpl::OpenaiServiceImpl#(final AIConfig config),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.openai::OpenaiServiceImpl::chat#String (final List<Message> messages),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.openai::OpenaiServiceImpl::chat#void (List<Message> messages,Consumer<String> callback)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.openai::OpenaiServiceImpl::chatVision#String (String prompt, final List<String> images, String detail)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.openai::OpenaiServiceImpl::chatVision#void (String prompt, List<String> images, String detail, Consumer<String> callback)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.openai::OpenaiServiceImpl::imagesGenerations#String (String prompt),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.openai::OpenaiServiceImpl::imagesEdits#String (String prompt, final File image, final File mask)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.openai::OpenaiServiceImpl::imagesVariations#String (final File image),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.openai::OpenaiServiceImpl::textToSpeech#InputStream (String input, final OpenaiCommon.OpenaiSpeech voice)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.openai::OpenaiServiceImpl::speechToText#String (final File file),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.ai.model.openai::OpenaiServiceImpl::embeddingText#String (String input),idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.openai::OpenaiServiceImpl::moderations#String (String text, String imgUrl)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.openai::OpenaiServiceImpl::chatReasoning#String (final List<Message> messages, String reasoningEffort)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
"cn.hutool.ai.model.openai::OpenaiServiceImpl::chatReasoning#void (List<Message> messages, String reasoningEffort, Consumer<String> callback)",idiomatic,hitool_ai::Operation,crates/hitool-ai/src/operations.rs::every_operation_builds_a_bounded_explicit_request,"One exhaustive operation model covers Hutool chat, stream, vision, image, audio, video, embedding, moderation, context, file, and model-management calls."
cn.hutool.log::AbstractLog#,idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
cn.hutool.log::AbstractLog::isEnabled#boolean (Level level),idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
cn.hutool.log::AbstractLog::trace#void (Throwable t),idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
"cn.hutool.log::AbstractLog::trace#void (String format, Object... arguments)",idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
"cn.hutool.log::AbstractLog::trace#void (Throwable t, String format, Object... arguments)",idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
cn.hutool.log::AbstractLog::debug#void (Throwable t),idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
"cn.hutool.log::AbstractLog::debug#void (String format, Object... arguments)",idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
"cn.hutool.log::AbstractLog::debug#void (Throwable t, String format, Object... arguments)",idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
cn.hutool.log::AbstractLog::info#void (Throwable t),idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
"cn.hutool.log::AbstractLog::info#void (String format, Object... arguments)",idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
"cn.hutool.log::AbstractLog::info#void (Throwable t, String format, Object... arguments)",idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
cn.hutool.log::AbstractLog::warn#void (Throwable t),idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
"cn.hutool.log::AbstractLog::warn#void (String format, Object... arguments)",idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
"cn.hutool.log::AbstractLog::warn#void (Throwable t, String format, Object... arguments)",idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
cn.hutool.log::AbstractLog::error#void (Throwable t),idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
"cn.hutool.log::AbstractLog::error#void (String format, Object... arguments)",idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
"cn.hutool.log::AbstractLog::error#void (Throwable t, String format, Object... arguments)",idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
"cn.hutool.log::AbstractLog::log#void (Level level, String format, Object... arguments)",idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
"cn.hutool.log::AbstractLog::log#void (Level level, Throwable t, String format, Object... arguments)",idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
cn.hutool.log::GlobalLogFactory#,idiomatic,hitool_log::GlobalLogFactory,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,"Compatibility global access is explicit, replaceable, resettable, and shares the selected factory cache."
cn.hutool.log::GlobalLogFactory::get#LogFactory (),idiomatic,hitool_log::GlobalLogFactory,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,"Compatibility global access is explicit, replaceable, resettable, and shares the selected factory cache."
cn.hutool.log::GlobalLogFactory::set#LogFactory (Class<? extends LogFactory> logFactoryClass),idiomatic,hitool_log::GlobalLogFactory,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,"Compatibility global access is explicit, replaceable, resettable, and shares the selected factory cache."
cn.hutool.log::GlobalLogFactory::set#LogFactory (LogFactory logFactory),idiomatic,hitool_log::GlobalLogFactory,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,"Compatibility global access is explicit, replaceable, resettable, and shares the selected factory cache."
cn.hutool.log::Log#,idiomatic,hitool_log::AbstractLog,crates/hitool-log/src/compat.rs::records_and_formats_every_level,"The shared logger consolidates Hutool overloads into typed level, error, caller, and formatting operations."
